travelCode,User_ID,Departure,Arrival,Check-in,Hotel,Stars,Bedroom Type,Room Price per Night,Number of Adults,Number of Children,Number of Bedrooms,Total Price per Night,Amenities,Days of Stay,Total Cost,Check-Out,Hotel_ID,Images
105859,1049,Bhopal,Ranchi,25-06-2020,Hotel Maple Wood,3,Executive,6144,1,0,1,6144,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",7,43008,02-07-2020,RANC7,https://tse1.mm.bing.net/th?q=Hotel+Maple+Wood+Ranchi
105860,1049,Bhopal,Ayodhya,02-07-2020,Hotel Saket Residency,3,Executive,5608,1,1,1,5608,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Meeting Rooms', 'Airport Shuttle']",5,28040,07-07-2020,AYOD3,https://tse1.mm.bing.net/th?q=Hotel+Saket+Residency+Ayodhya  
105864,1049,Mumbai,Varanasi,30-07-2020,Rivatas by Ideal,4,Suite,8142,2,3,2,16284,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",7,113988,06-08-2020,VARA7,https://tse1.mm.bing.net/th?q=Rivatas+by+Ideal+Varanasi
105868,1049,Chennai,Tirupati,27-08-2020,Pai Viceroy Hotel,3,Deluxe,4577,3,3,3,13731,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",4,54924,31-08-2020,TIRU5,https://tse1.mm.bing.net/th?q=Pai+Viceroy+Hotel+Tirupati
105869,1049,Mopa,Bhopal,03-09-2020,Hotel Grand Ashirwad,3,Executive,5672,3,0,2,11344,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Meeting Rooms']",3,34032,06-09-2020,BHOP9,https://tse1.mm.bing.net/th?q=Hotel+Grand+Ashirwad+Bhopal
105870,1049,Kolkata,Bengaluru,10-09-2020,The Leela Bhartiya City Bengaluru,5,Deluxe,11698,3,2,3,35094,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Limousine Service', 'Private Butler']",3,105282,13-09-2020,BENG2,https://tse1.mm.bing.net/th?q=The+Leela+Bhartiya+City+Bengaluru  
105871,1049,Kullu-Manali,Shimla,17-09-2020,Honeymoon Inn Shimla,3,Executive,5803,1,0,1,5803,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle']",6,34818,23-09-2020,SHIM7,https://tse1.mm.bing.net/th?q=Honeymoon+Inn+Shimla+Shimla
105872,1049,Shimla,Puri,24-09-2020,Toshali Sands Resort,4,Executive,6895,2,2,2,13790,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Business Center']",7,96530,01-10-2020,PURI4,https://tse1.mm.bing.net/th?q=Toshali+Sands+Resort+Puri
105874,1049,Navi Mumbai,Udaipur,08-10-2020,"Hotel Meenakshi, Udaipur",3,Executive,5504,3,0,2,11008,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",6,66048,14-10-2020,UDAI9,https://tse1.mm.bing.net/th?q=Hotel+Meenakshi+Udaipur+Udaipur
105875,1049,Shimla,Udaipur,15-10-2020,The Fern Residency Udaipur,3,Deluxe,3651,3,0,2,7302,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",1,7302,16-10-2020,UDAI5,https://tse1.mm.bing.net/th?q=The+Fern+Residency+Udaipur+Udaipur
105876,1049,Thiruvananthapuram,Mumbai,22-10-2020,The Ambassador Mumbai,4,Deluxe,6233,3,2,3,18699,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Business Center']",5,93495,27-10-2020,MUMB10,https://tse1.mm.bing.net/th?q=The+Ambassador+Mumbai+Mumbai
105877,1049,Navi Mumbai,Raigarh,30-10-2020,Hotel Shubham,2,Suite,4047,2,3,2,8094,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry', 'Coffee Maker']",5,40470,04-11-2020,RAIG4,https://tse1.mm.bing.net/th?q=Hotel+Shubham+Raigarh
105879,1049,Mysuru,Bilaspur,12-11-2020,Hotel Central Point International,3,Deluxe,4258,1,0,1,4258,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Meeting Rooms', 'Airport Shuttle']",2,8516,14-11-2020,BILA7,https://tse1.mm.bing.net/th?q=Hotel+Central+Point+International+Bilaspur
105882,1049,Pune,Diu,03-12-2020,Hotel Palms,3,Suite,7014,1,1,1,7014,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",1,7014,04-12-2020,DIU9,https://tse1.mm.bing.net/th?q=Hotel+Palms+Diu
105883,1049,Vadodara,Tirupati,13-10-2020,Marasa Sarovar Premiere,5,Suite,13324,4,0,2,26648,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Private Butler', 'Helipad']",5,133240,18-10-2020,TIRU1,https://tse1.mm.bing.net/th?q=Marasa+Sarovar+Premiere+Tirupati
105887,1049,Shillong,Jaipur,07-01-2021,Clarion Bella Casa By Choice Hotels,4,Deluxe,5794,2,0,1,5794,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Business Center', 'Sauna']",1,5794,08-01-2021,JAIP7,https://tse1.mm.bing.net/th?q=Clarion+Bella+Casa+By+Choice+Hotels+Jaipur
105896,1049,Chennai,Navi Mumbai,11-03-2021,Ramada by Wyndham Navi Mumbai,4,Suite,9726,2,0,1,9726,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Sauna']",6,58356,17-03-2021,NAVI4,https://tse1.mm.bing.net/th?q=Ramada+by+Wyndham+Navi+Mumbai+Navi+Mumbai
105901,1049,Amritsar,Surat,15-04-2021,Ginger Surat,3,Executive,6442,2,2,2,12884,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",7,90188,22-04-2021,SURA6,https://tse1.mm.bing.net/th?q=Ginger+Surat+Surat
105907,1049,Gangtok,Imphal,27-05-2021,Hotel Nirmala,2,Deluxe,2942,3,3,3,8826,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker', 'Laundry']",7,61782,03-06-2021,IMPH9,https://tse1.mm.bing.net/th?q=Hotel+Nirmala+Imphal
105910,1049,Navi Mumbai,Vadodara,17-06-2021,Four Points by Sheraton Vadodara,4,Executive,7535,2,0,1,7535,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",2,15070,19-06-2021,VADO6,https://tse1.mm.bing.net/th?q=Four+Points+by+Sheraton+Vadodara+Vadodara
105916,1049,Vijayawada,Jaipur,29-07-2021,Hotel Royal Orchid Jaipur,4,Suite,8040,4,0,2,16080,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center']",6,96480,04-08-2021,JAIP4,https://tse1.mm.bing.net/th?q=Hotel+Royal+Orchid+Jaipur+Jaipur
105917,1049,Khowai,Imphal,05-08-2021,"Classic Grande, a Member of Radisson Individuals",4,Executive,8111,4,2,3,24333,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",4,97332,09-08-2021,IMPH1,https://tse1.mm.bing.net/th?q=Classic+Grande+a+Member+of+Radisson+Individuals+Imphal
105926,1049,Bhopal,Dabolim,07-10-2021,Mariaariose - Melody of the Sea,3,Deluxe,5442,1,2,1,5442,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Bar']",2,10884,09-10-2021,DABO2,https://tse1.mm.bing.net/th?q=Mariaariose+Melody+of+the+Sea+Dabolim
105927,1049,Chennai,Tirupati,14-10-2021,Marasa Sarovar Premiere,5,Deluxe,9771,1,2,1,9771,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad']",3,29313,17-10-2021,TIRU1,https://tse1.mm.bing.net/th?q=Marasa+Sarovar+Premiere+Tirupati
105930,1049,Pune,Delhi NCR,04-11-2021,JW Marriott Hotel New Delhi Aerocity,5,Deluxe,10155,2,3,2,20310,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler', 'Limousine Service', 'Helipad']",1,20310,05-11-2021,DELH2,https://tse1.mm.bing.net/th?q=JW+Marriott+Hotel+New+Delhi+Aerocity
105934,1049,Hyderabad,Kolkata,02-12-2021,The Westin Kolkata Rajarhat,5,Deluxe,9786,3,3,3,29358,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Private Butler', 'Helipad']",6,176148,08-12-2021,KOLK3,https://tse1.mm.bing.net/th?q=The+Westin+Kolkata+Rajarhat+Kolkata
105936,1049,Jaipur,Delhi NCR,16-12-2021,"Lemon Tree Premier, Delhi Airport",4,Deluxe,5562,1,1,1,5562,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Business Center', 'Rooftop Lounge']",3,16686,19-12-2021,DELH8,https://tse1.mm.bing.net/th?q=Lemon+Tree+Premier+Delhi+Airport
105938,1049,Patna,Gwalior,31-12-2021,"Hotel Grace, Gwalior",3,Suite,6165,4,2,3,18495,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",6,110970,06-01-2022,GWAL9,https://tse1.mm.bing.net/th?q=Hotel+Grace+Gwalior
105940,1049,Dhubri,Itanagar,13-01-2022,Hotel Aanggong,2,Suite,4352,3,3,3,13056,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry', 'Coffee Maker']",5,65280,18-01-2022,ITAN10,https://tse1.mm.bing.net/th?q=Hotel+Aanggong+Itanagar
105943,1049,Guwahati,Bhubaneswar,03-02-2022,Hotel Pal Heights,4,Executive,7258,4,1,3,21774,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge']",7,152418,10-02-2022,BHUB7,https://tse1.mm.bing.net/th?q=Hotel+Pal+Heights+Bhubaneswar
105946,1049,Guwahati,Bengaluru,24-02-2022,Hotel Airport City,3,Deluxe,4788,4,0,2,9576,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Meeting Rooms']",2,19152,26-02-2022,BENG10,https://tse1.mm.bing.net/th?q=Hotel+Airport+City+Bengaluru  
105947,1049,Jamshedpur,Vadodara,03-03-2022,Four Points by Sheraton Vadodara,4,Executive,7535,1,1,1,7535,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Sauna']",6,45210,09-03-2022,VADO6,https://tse1.mm.bing.net/th?q=Four+Points+by+Sheraton+Vadodara+Vadodara
105949,1049,Khowai,Vadodara,17-03-2022,Vivanta Vadodara,5,Suite,15525,1,2,1,15525,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Private Butler']",2,31050,19-03-2022,VADO2,https://tse1.mm.bing.net/th?q=Vivanta+Vadodara+Vadodara
105957,1050,Surat,Vadodara,10-10-2019,Hotel Express Towers,3,Executive,4804,4,2,3,14412,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",7,100884,17-10-2019,VADO10,https://tse1.mm.bing.net/th?q=Hotel+Express+Towers+Vadodara
105960,1050,Gangtok,Diu,31-10-2019,Hotel Apaar,3,Deluxe,3956,3,1,2,7912,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Airport Shuttle', 'Meeting Rooms']",2,15824,02-11-2019,DIU4,https://tse1.mm.bing.net/th?q=Hotel+Apaar+Diu
105962,1050,Dhubri,Nashik,14-11-2019,Radisson Blu Hotel & Spa Nashik,5,Deluxe,10539,1,2,1,10539,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler']",7,73773,21-11-2019,NASH1,https://tse1.mm.bing.net/th?q=Radisson+Blu+Hotel+%26+Spa+Nashik+Nashik
105965,1050,Kullu-Manali,Chennai,05-12-2019,Hyatt Regency Chennai,5,Suite,14302,1,0,1,14302,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Private Butler']",3,42906,08-12-2019,CHEN5,https://tse1.mm.bing.net/th?q=Hyatt+Regency+Chennai
105967,1050,Mysuru,Raigarh,19-12-2019,Hotel City Inn,1,Executive,1838,4,1,3,5514,"['Wi-Fi', 'Parking', 'Breakfast', 'Housekeeping']",7,38598,26-12-2019,RAIG9,https://tse1.mm.bing.net/th?q=Hotel+City+Inn+Raigarh
105971,1050,Imphal,Ludhiana,16-01-2020,"Keys Select by Lemon Tree Hotels, Ludhiana",3,Deluxe,4354,4,2,3,13062,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Meeting Rooms']",7,91434,23-01-2020,LUDH6,https://tse1.mm.bing.net/th?q=Keys+Select+by+Lemon+Tree+Hotels+Ludhiana
105973,1050,Puducherry,Indore,30-01-2020,Marriott Indore,5,Executive,13217,2,3,2,26434,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service']",2,52868,01-02-2020,INDO3,https://tse1.mm.bing.net/th?q=Marriott+Indore+Indore
105979,1050,Ahmedabad,Puducherry,12-03-2020,Hotel Annamalai International,3,Suite,7326,2,1,2,14652,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle']",4,58608,16-03-2020,PUDU8,https://tse1.mm.bing.net/th?q=Hotel+Annamalai+International+Puducherry
105982,1050,Guwahati,Kota,02-04-2020,Hotel Park Horizon,3,Suite,6224,4,3,4,24896,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",3,74688,05-04-2020,KOTA8,https://tse1.mm.bing.net/th?q=Hotel+Park+Horizon+Kota
105986,1050,Itanagar,Gangtok,30-04-2020,Summit Norling Resort & Spa,3,Deluxe,3558,4,3,4,14232,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar']",1,14232,01-05-2020,GANG6,https://tse1.mm.bing.net/th?q=Summit+Norling+Resort+&+Spa+Gangtok
105987,1050,Raigarh,Delhi NCR,07-05-2020,"Red Fox Hotel, Delhi Airport",3,Deluxe,4560,3,0,2,9120,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",5,45600,12-05-2020,DELH9,https://tse1.mm.bing.net/th?q=Red+Fox+Hotel+Delhi+Airport
105988,1050,Gwalior,Gangtok,14-05-2020,Hotel Karma,2,Deluxe,2439,2,3,2,4878,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",5,24390,19-05-2020,GANG7,https://tse1.mm.bing.net/th?q=Hotel+Karma+Gangtok
105990,1050,Visakhapatnam,Bhubaneswar,28-05-2020,Hotel Excellency Bhubaneswar,3,Deluxe,3841,1,0,1,3841,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Airport Shuttle']",3,11523,31-05-2020,BHUB8,https://tse1.mm.bing.net/th?q=Hotel+Excellency+Bhubaneswar
105991,1050,Navi Mumbai,Jamshedpur,04-06-2020,The Sonnet Jamshedpur,4,Suite,8786,2,3,2,17572,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Business Center', 'Rooftop Lounge']",4,70288,08-06-2020,JAMS1,https://tse1.mm.bing.net/th?q=The+Sonnet+Jamshedpur+Jamshedpur
105992,1050,Shillong,Udaipur,11-06-2020,Hotel Udai Palace - Centrally Located Budget Family Stay,3,Executive,4666,1,0,1,4666,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Meeting Rooms']",1,4666,12-06-2020,UDAI4,https://tse1.mm.bing.net/th?q=Hotel+Udai+Palace+-+Centrally+Located+Budget+Family+Stay+Udaipur
105994,1050,Gwalior,Dehradun,25-06-2020,Hotel Surya Inn,3,Deluxe,3519,4,0,2,7038,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",5,35190,30-06-2020,DEHR7,https://tse1.mm.bing.net/th?q=Hotel+Surya+Inn+Dehradun
105995,1050,Mysuru,Dehradun,02-07-2020,Naturoville Wellness,4,Executive,6737,2,0,1,6737,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna']",6,40422,08-07-2020,DEHR6,https://tse1.mm.bing.net/th?q=Naturoville+Wellness+Dehradun
105996,1050,Udaipur,Navi Mumbai,09-07-2020,Hotel Yogi Executive,3,Deluxe,4519,1,1,1,4519,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Airport Shuttle', 'Bar']",4,18076,13-07-2020,NAVI7,https://tse1.mm.bing.net/th?q=Hotel+Yogi+Executive+Navi+Mumbai
106006,1051,Bilaspur,Raipur,24-10-2019,Hotel Grand Canyon,3,Suite,5956,3,1,2,11912,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar', 'Airport Shuttle']",2,23824,26-10-2019,RAIP3,https://tse1.mm.bing.net/th?q=Hotel+Grand+Canyon+Raipur
106007,1051,Thiruvananthapuram,Chennai,31-10-2019,ITC Grand Chola Hotel,5,Executive,12745,1,2,1,12745,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service']",2,25490,02-11-2019,CHEN1,https://tse1.mm.bing.net/th?q=ITC+Grand+Chola+Hotel+Chennai
106008,1051,Raipur,Surat,07-11-2019,Lords Plaza Surat,4,Executive,6651,1,0,1,6651,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Rooftop Lounge', 'Sauna']",1,6651,08-11-2019,SURA4,https://tse1.mm.bing.net/th?q=Lords+Plaza+Surat+Surat
106019,1051,Chandigarh,Khowai,23-01-2020,Hotel Rajdhani,3,Deluxe,3453,3,2,3,10359,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar']",1,10359,24-01-2020,KHOW7,https://tse1.mm.bing.net/th?q=Hotel+Rajdhani+Khowai
106021,1051,Chandigarh,Ahmedabad,06-02-2020,The Leela Gandhinagar,5,Suite,12885,4,1,3,38655,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Private Butler']",7,270585,13-02-2020,AHME4,https://tse1.mm.bing.net/th?q=The+Leela+Gandhinagar+Ahmedabad  
106028,1051,Imphal,Shimla,26-03-2020,Hotel Willow Banks,3,Deluxe,4089,3,1,2,8178,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar']",6,49068,01-04-2020,SHIM5,https://tse1.mm.bing.net/th?q=Hotel+Willow+Banks+Shimla
106030,1051,Guwahati,Mysuru,09-04-2020,The Quorum,4,Executive,7002,2,1,2,14004,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Rooftop Lounge', 'Business Center']",3,42012,12-04-2020,MYS5,https://tse1.mm.bing.net/th?q=The+Quorum+Mysuru
106034,1051,Hisar,Bhubaneswar,07-05-2020,Fortune Park Sishmo Bhubaneswar,4,Executive,8394,4,1,3,25182,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna']",3,75546,10-05-2020,BHUB5,https://tse1.mm.bing.net/th?q=Fortune+Park+Sishmo+Bhubaneswar
106041,1051,Ayodhya,Tirupati,25-06-2020,Ramee Guestline Hotel,4,Executive,7830,2,0,1,7830,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Sauna', 'Business Center']",5,39150,30-06-2020,TIRU4,https://tse1.mm.bing.net/th?q=Ramee+Guestline+Hotel+Tirupati
106044,1051,Indore,Thiruvananthapuram,16-07-2020,Hotel Town Tower,3,Executive,5266,3,0,2,10532,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle']",4,42128,20-07-2020,THIR10,https://tse1.mm.bing.net/th?q=Hotel+Town+Tower+Thiruvananthapuram
106045,1051,Gangtok,Chandigarh,23-07-2020,Holiday Inn Chandigarh Panchkula,4,Suite,8235,3,0,2,16470,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Sauna']",6,98820,29-07-2020,CHAN5,https://tse1.mm.bing.net/th?q=Holiday+Inn+Chandigarh+Panchkula
106046,1051,Mumbai,Chennai,30-07-2020,Hilton Chennai,5,Executive,11609,4,2,3,34827,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Private Butler']",6,208962,05-08-2020,CHEN7,https://tse1.mm.bing.net/th?q=Hilton+Chennai
106051,1051,Mumbai,Indore,03-09-2020,Hotel Winway,3,Deluxe,3401,3,0,2,6802,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",5,34010,08-09-2020,INDO9,https://tse1.mm.bing.net/th?q=Hotel+Winway+Indore
106052,1051,Jaipur,Coimbatore,10-09-2020,Hotel Kiscol Grands,4,Executive,6674,4,0,2,13348,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",1,13348,11-09-2020,COIM10,https://tse1.mm.bing.net/th?q=Hotel+Kiscol+Grands+Coimbatore
106054,1051,Visakhapatnam,Dehradun,25-09-2020,Hotel Surya Inn,3,Executive,4159,3,2,3,12477,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle']",3,37431,28-09-2020,DEHR7,https://tse1.mm.bing.net/th?q=Hotel+Surya+Inn+Dehradun
106058,1051,Surat,Kullu-Manali,22-10-2020,Snow Valley Resorts,3,Executive,5860,3,2,3,17580,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Bar', 'Meeting Rooms']",7,123060,29-10-2020,KULL4,https://tse1.mm.bing.net/th?q=Snow+Valley+Resorts+Kullu-Manali
106059,1051,Surat,Jamshedpur,29-10-2020,Hotel Jiva,3,Deluxe,4814,1,1,1,4814,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",1,4814,30-10-2020,JAMS4,https://tse1.mm.bing.net/th?q=Hotel+Jiva+Jamshedpur
106060,1051,Dhubri,Jaipur,05-11-2020,Radisson Blu Jaipur,5,Suite,16020,4,2,3,48060,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler', 'Helipad']",4,192240,09-11-2020,JAIP2,https://tse1.mm.bing.net/th?q=Radisson+Blu+Jaipur+Jaipur
106063,1051,Kota,Indore,26-11-2020,Hotel Winway,3,Suite,4638,4,3,4,18552,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Airport Shuttle', 'Bar']",7,129864,03-12-2020,INDO9,https://tse1.mm.bing.net/th?q=Hotel+Winway+Indore
106064,1051,Visakhapatnam,Surat,03-12-2020,Courtyard by Marriott Surat,5,Suite,14496,2,1,2,28992,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service']",3,86976,06-12-2020,SURA2,https://tse1.mm.bing.net/th?q=Courtyard+by+Marriott+Surat+Surat
106073,1051,Itanagar,Dhubri,04-03-2021,Roy's Hotel and Restaurant,3,Suite,6903,2,0,1,6903,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",6,41418,10-03-2021,DHUB3,https://tse1.mm.bing.net/th?q=Roy's+Hotel+and+Restaurant+Dhubri
106074,1051,Guwahati,Hyderabad,11-02-2021,The Westin Hyderabad Mindspace,5,Executive,14079,1,0,1,14079,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad']",3,42237,14-02-2021,HYDE4,https://tse1.mm.bing.net/th?q=The+Westin+Hyderabad+Mindspace
106080,1051,Chennai,Hyderabad,25-03-2021,The Westin Hyderabad Mindspace,5,Executive,14079,2,3,2,28158,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Private Butler', 'Helipad']",5,140790,30-03-2021,HYDE4,https://tse1.mm.bing.net/th?q=The+Westin+Hyderabad+Mindspace
106085,1052,Bhopal,Navi Mumbai,17-10-2019,Fortune Select Exotica,4,Deluxe,7106,1,2,1,7106,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Sauna']",3,21318,20-10-2019,NAVI6,https://tse1.mm.bing.net/th?q=Fortune+Select+Exotica+Navi+Mumbai
106091,1052,Gangtok,Guwahati,28-11-2019,Hotel Atithi,3,Executive,5816,2,2,2,11632,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Bar']",3,34896,01-12-2019,GUWA8,https://tse1.mm.bing.net/th?q=Hotel+Atithi+Guwahati
