travelCode,User_ID,Departure,Arrival,Check-in,Hotel,Stars,Bedroom Type,Room Price per Night,Number of Adults,Number of Children,Number of Bedrooms,Total Price per Night,Amenities,Days of Stay,Total Cost,Check-Out,Hotel_ID
36242,346,Ahmedabad,Navi Mumbai,2019-10-31,Country Inn & Suites by Radisson Navi Mumbai,4,Deluxe,7138,1,1,1,7138,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Business Center']",6,42828,2019-11-06,NAVI5
39931,387,Mysuru,Navi Mumbai,2019-12-26,Country Inn & Suites by Radisson Navi Mumbai,4,Deluxe,7138,3,1,2,14276,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",3,42828,2019-12-29,NAVI5
43454,425,Puducherry,Navi Mumbai,2020-07-02,Country Inn & Suites by Radisson Navi Mumbai,4,Deluxe,7138,4,3,4,28552,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center']",5,142760,2020-07-07,NAVI5
46680,454,Dehradun,Navi Mumbai,2020-05-21,Country Inn & Suites by Radisson Navi Mumbai,4,Executive,8436,1,1,1,8436,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna']",5,42180,2020-05-26,NAVI5
47534,461,Kota,Navi Mumbai,2020-10-16,Country Inn & Suites by Radisson Navi Mumbai,4,Suite,9734,1,1,1,9734,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Rooftop Lounge', 'Business Center']",2,19468,2020-10-18,NAVI5
57167,557,Jamshedpur,Navi Mumbai,2020-05-07,Country Inn & Suites by Radisson Navi Mumbai,4,Executive,8436,4,1,3,25308,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge']",1,25308,2020-05-08,NAVI5
58266,568,Kullu-Manali,Navi Mumbai,2020-10-23,Country Inn & Suites by Radisson Navi Mumbai,4,Suite,9734,3,1,2,19468,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Business Center', 'Rooftop Lounge']",2,38936,2020-10-25,NAVI5
61830,603,Visakhapatnam,Navi Mumbai,2022-05-26,Country Inn & Suites by Radisson Navi Mumbai,4,Deluxe,7138,3,0,2,14276,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Sauna', 'Business Center']",6,85656,2022-06-01,NAVI5
67289,652,Dehradun,Navi Mumbai,2020-09-10,Country Inn & Suites by Radisson Navi Mumbai,4,Suite,9734,4,0,2,19468,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",2,38936,2020-09-12,NAVI5
67524,654,Raigarh,Navi Mumbai,2020-12-24,Country Inn & Suites by Radisson Navi Mumbai,4,Executive,8436,2,1,2,16872,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Rooftop Lounge', 'Business Center']",1,16872,2020-12-25,NAVI5
73529,713,Ahmedabad,Navi Mumbai,2021-04-15,Country Inn & Suites by Radisson Navi Mumbai,4,Executive,8436,2,3,2,16872,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Sauna', 'Business Center']",3,50616,2021-04-18,NAVI5
73673,714,Vadodara,Navi Mumbai,2022-06-23,Country Inn & Suites by Radisson Navi Mumbai,4,Deluxe,7138,1,1,1,7138,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",3,21414,2022-06-26,NAVI5
73822,715,Ludhiana,Navi Mumbai,2022-01-06,Country Inn & Suites by Radisson Navi Mumbai,4,Executive,8436,3,2,3,25308,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Business Center']",2,50616,2022-01-08,NAVI5
76076,741,Puducherry,Navi Mumbai,2020-10-22,Country Inn & Suites by Radisson Navi Mumbai,4,Executive,8436,1,2,1,8436,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Rooftop Lounge']",7,59052,2020-10-29,NAVI5
77640,755,Mumbai,Navi Mumbai,2020-08-20,Country Inn & Suites by Radisson Navi Mumbai,4,Executive,8436,3,0,2,16872,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",5,84360,2020-08-25,NAVI5
79260,772,Kullu-Manali,Navi Mumbai,2019-10-17,Country Inn & Suites by Radisson Navi Mumbai,4,Deluxe,7138,3,1,2,14276,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna']",5,71380,2019-10-22,NAVI5
81876,796,Kota,Navi Mumbai,2023-03-23,Country Inn & Suites by Radisson Navi Mumbai,4,Suite,9734,3,0,2,19468,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",1,19468,2023-03-24,NAVI5
83142,812,Ayodhya,Navi Mumbai,2019-11-28,Country Inn & Suites by Radisson Navi Mumbai,4,Deluxe,7138,3,3,3,21414,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Rooftop Lounge']",3,64242,2019-12-01,NAVI5
85451,839,Amritsar,Navi Mumbai,2019-12-19,Country Inn & Suites by Radisson Navi Mumbai,4,Suite,9734,1,0,1,9734,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",3,29202,2019-12-22,NAVI5
87268,860,Itanagar,Navi Mumbai,2021-03-18,Country Inn & Suites by Radisson Navi Mumbai,4,Executive,8436,1,2,1,8436,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center']",2,16872,2021-03-20,NAVI5
87636,865,Puri,Navi Mumbai,2020-11-26,Country Inn & Suites by Radisson Navi Mumbai,4,Deluxe,7138,4,0,2,14276,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",6,85656,2020-12-02,NAVI5
88589,875,Patna,Navi Mumbai,2020-12-10,Country Inn & Suites by Radisson Navi Mumbai,4,Executive,8436,2,1,2,16872,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",2,33744,2020-12-12,NAVI5
88730,877,Tirupati,Navi Mumbai,2020-05-28,Country Inn & Suites by Radisson Navi Mumbai,4,Suite,9734,2,0,1,9734,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Sauna', 'Business Center']",6,58404,2020-06-03,NAVI5
90942,898,Hyderabad,Navi Mumbai,2019-09-26,Country Inn & Suites by Radisson Navi Mumbai,4,Deluxe,7138,4,3,4,28552,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Sauna']",1,28552,2019-09-27,NAVI5
91542,904,Ranchi,Navi Mumbai,2021-04-01,Country Inn & Suites by Radisson Navi Mumbai,4,Executive,8436,3,1,2,16872,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Sauna', 'Rooftop Lounge']",1,16872,2021-04-02,NAVI5
91817,906,Bhubaneswar,Navi Mumbai,2020-10-08,Country Inn & Suites by Radisson Navi Mumbai,4,Executive,8436,3,2,3,25308,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna']",2,50616,2020-10-10,NAVI5
92712,915,Tirupati,Navi Mumbai,2020-01-23,Country Inn & Suites by Radisson Navi Mumbai,4,Deluxe,7138,1,0,1,7138,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center']",3,21414,2020-01-26,NAVI5
92878,916,Khowai,Navi Mumbai,2019-12-26,Country Inn & Suites by Radisson Navi Mumbai,4,Suite,9734,3,1,2,19468,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center']",4,77872,2019-12-30,NAVI5
92902,916,Khowai,Navi Mumbai,2020-06-11,Country Inn & Suites by Radisson Navi Mumbai,4,Suite,9734,2,3,2,19468,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Sauna', 'Rooftop Lounge']",6,116808,2020-06-17,NAVI5
96128,951,Coimbatore,Navi Mumbai,2019-11-21,Country Inn & Suites by Radisson Navi Mumbai,4,Suite,9734,1,2,1,9734,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",5,48670,2019-11-26,NAVI5
96511,955,Shimla,Navi Mumbai,2021-05-06,Country Inn & Suites by Radisson Navi Mumbai,4,Deluxe,7138,2,0,1,7138,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",2,14276,2021-05-08,NAVI5
96671,956,Shimla,Navi Mumbai,2021-05-20,Country Inn & Suites by Radisson Navi Mumbai,4,Suite,9734,2,0,1,9734,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Sauna']",1,9734,2021-05-21,NAVI5
97622,966,Patna,Navi Mumbai,2020-04-09,Country Inn & Suites by Radisson Navi Mumbai,4,Deluxe,7138,2,3,2,14276,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",3,42828,2020-04-12,NAVI5
98092,972,Udaipur,Navi Mumbai,2020-12-24,Country Inn & Suites by Radisson Navi Mumbai,4,Suite,9734,4,2,3,29202,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center']",3,87606,2020-12-27,NAVI5
99191,982,Jaipur,Navi Mumbai,2020-02-28,Country Inn & Suites by Radisson Navi Mumbai,4,Deluxe,7138,2,2,2,14276,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge']",1,14276,2020-02-29,NAVI5
100310,997,Shimla,Navi Mumbai,2020-07-23,Country Inn & Suites by Radisson Navi Mumbai,4,Deluxe,7138,4,3,4,28552,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center']",6,171312,2020-07-29,NAVI5
102970,1022,Patna,Navi Mumbai,2021-11-04,Country Inn & Suites by Radisson Navi Mumbai,4,Deluxe,7138,3,0,2,14276,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Business Center']",1,14276,2021-11-05,NAVI5
105231,1043,Shillong,Navi Mumbai,2020-02-13,Country Inn & Suites by Radisson Navi Mumbai,4,Suite,9734,3,1,2,19468,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Business Center']",6,116808,2020-02-19,NAVI5
113213,1123,Patna,Navi Mumbai,2021-09-30,Country Inn & Suites by Radisson Navi Mumbai,4,Suite,9734,3,3,3,29202,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",7,204414,2021-10-07,NAVI5
114500,1139,Khowai,Navi Mumbai,2020-09-17,Country Inn & Suites by Radisson Navi Mumbai,4,Suite,9734,4,1,3,29202,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",7,204414,2020-09-24,NAVI5
115082,1145,Jamshedpur,Navi Mumbai,2021-07-22,Country Inn & Suites by Radisson Navi Mumbai,4,Executive,8436,1,0,1,8436,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center']",6,50616,2021-07-28,NAVI5
117500,1164,Puducherry,Navi Mumbai,2021-04-22,Country Inn & Suites by Radisson Navi Mumbai,4,Executive,8436,2,3,2,16872,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Business Center', 'Sauna']",2,33744,2021-04-24,NAVI5
119735,1188,Gangtok,Navi Mumbai,2020-11-12,Country Inn & Suites by Radisson Navi Mumbai,4,Executive,8436,4,1,3,25308,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",7,177156,2020-11-19,NAVI5
123074,1220,Puducherry,Navi Mumbai,2019-11-14,Country Inn & Suites by Radisson Navi Mumbai,4,Deluxe,7138,1,2,1,7138,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna']",2,14276,2019-11-16,NAVI5
124221,1227,Amritsar,Navi Mumbai,2021-07-16,Country Inn & Suites by Radisson Navi Mumbai,4,Deluxe,7138,4,2,3,21414,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",3,64242,2021-07-19,NAVI5
126431,1251,Mopa,Navi Mumbai,2020-02-06,Country Inn & Suites by Radisson Navi Mumbai,4,Deluxe,7138,2,1,2,14276,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Sauna', 'Business Center']",7,99932,2020-02-13,NAVI5
126477,1252,Shillong,Navi Mumbai,2020-01-23,Country Inn & Suites by Radisson Navi Mumbai,4,Executive,8436,3,0,2,16872,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",7,118104,2020-01-30,NAVI5
127933,1261,Vadodara,Navi Mumbai,2020-05-14,Country Inn & Suites by Radisson Navi Mumbai,4,Executive,8436,3,2,3,25308,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Sauna', 'Rooftop Lounge']",6,151848,2020-05-20,NAVI5
128474,1266,Ludhiana,Navi Mumbai,2020-05-28,Country Inn & Suites by Radisson Navi Mumbai,4,Deluxe,7138,4,2,3,21414,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",2,42828,2020-05-30,NAVI5
130236,1281,Shillong,Navi Mumbai,2022-03-31,Country Inn & Suites by Radisson Navi Mumbai,4,Deluxe,7138,2,3,2,14276,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna']",2,28552,2022-04-02,NAVI5
131102,1290,Mopa,Navi Mumbai,2019-10-24,Country Inn & Suites by Radisson Navi Mumbai,4,Deluxe,7138,4,1,3,21414,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Rooftop Lounge', 'Sauna']",2,42828,2019-10-26,NAVI5
132724,1307,Nashik,Navi Mumbai,2020-04-02,Country Inn & Suites by Radisson Navi Mumbai,4,Executive,8436,2,2,2,16872,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",3,50616,2020-04-05,NAVI5
134003,1320,Mopa,Navi Mumbai,2019-10-31,Country Inn & Suites by Radisson Navi Mumbai,4,Suite,9734,1,0,1,9734,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",7,68138,2019-11-07,NAVI5
134142,1320,Dehradun,Navi Mumbai,2022-06-30,Country Inn & Suites by Radisson Navi Mumbai,4,Suite,9734,3,1,2,19468,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",2,38936,2022-07-02,NAVI5
134533,1323,Pune,Navi Mumbai,2020-12-10,Country Inn & Suites by Radisson Navi Mumbai,4,Executive,8436,1,0,1,8436,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",1,8436,2020-12-11,NAVI5
135593,1333,Itanagar,Navi Mumbai,2020-11-19,Country Inn & Suites by Radisson Navi Mumbai,4,Suite,9734,1,1,1,9734,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Sauna']",4,38936,2020-11-23,NAVI5
2362,21,Vadodara,Kullu-Manali,2021-01-21,Hotel Greenfields,2,Suite,3924,4,3,4,15696,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",6,94176,2021-01-27,KULL10
3103,29,Thiruvananthapuram,Kullu-Manali,2019-12-19,Hotel Greenfields,2,Deluxe,2878,4,1,3,8634,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker']",2,17268,2019-12-21,KULL10
4340,43,Pune,Kullu-Manali,2021-03-18,Hotel Greenfields,2,Executive,3401,2,3,2,6802,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",2,13604,2021-03-20,KULL10
4742,47,Raipur,Kullu-Manali,2020-07-09,Hotel Greenfields,2,Executive,3401,3,3,3,10203,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry', 'Coffee Maker']",3,30609,2020-07-12,KULL10
4759,47,Imphal,Kullu-Manali,2020-11-05,Hotel Greenfields,2,Executive,3401,1,1,1,3401,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",4,13604,2020-11-09,KULL10
5582,56,Gangtok,Kullu-Manali,2019-11-14,Hotel Greenfields,2,Deluxe,2878,2,1,2,5756,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",2,11512,2019-11-16,KULL10
7627,73,Puducherry,Kullu-Manali,2020-09-10,Hotel Greenfields,2,Executive,3401,1,1,1,3401,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry', 'Coffee Maker']",1,3401,2020-09-11,KULL10
7629,73,Vijayawada,Kullu-Manali,2020-09-24,Hotel Greenfields,2,Suite,3924,4,2,3,11772,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",6,70632,2020-09-30,KULL10
7718,74,Itanagar,Kullu-Manali,2019-11-28,Hotel Greenfields,2,Suite,3924,4,1,3,11772,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker', 'Laundry']",6,70632,2019-12-04,KULL10
10398,105,Tirupati,Kullu-Manali,2021-04-11,Hotel Greenfields,2,Deluxe,2878,1,2,1,2878,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker', 'Laundry']",5,14390,2021-04-16,KULL10
11633,113,Hyderabad,Kullu-Manali,2021-09-09,Hotel Greenfields,2,Executive,3401,1,2,1,3401,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry', 'Coffee Maker']",5,17005,2021-09-14,KULL10
12233,119,Varanasi,Kullu-Manali,2021-01-14,Hotel Greenfields,2,Suite,3924,4,0,2,7848,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",2,15696,2021-01-16,KULL10
12998,127,Prayagraj,Kullu-Manali,2020-05-07,Hotel Greenfields,2,Executive,3401,2,0,1,3401,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker', 'Laundry']",3,10203,2020-05-10,KULL10
14548,146,Varanasi,Kullu-Manali,2020-02-09,Hotel Greenfields,2,Executive,3401,1,0,1,3401,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker']",3,10203,2020-02-12,KULL10
15236,152,Navi Mumbai,Kullu-Manali,2020-06-04,Hotel Greenfields,2,Suite,3924,1,1,1,3924,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker']",3,11772,2020-06-07,KULL10
16914,169,Chandigarh,Kullu-Manali,2019-11-07,Hotel Greenfields,2,Executive,3401,4,2,3,10203,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker', 'Laundry']",6,61218,2019-11-13,KULL10
20424,197,Thiruvananthapuram,Kullu-Manali,2021-08-12,Hotel Greenfields,2,Executive,3401,1,2,1,3401,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",7,23807,2021-08-19,KULL10
22167,217,Vadodara,Kullu-Manali,2019-12-12,Hotel Greenfields,2,Executive,3401,4,0,2,6802,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker']",1,6802,2019-12-13,KULL10
22813,223,Jaipur,Kullu-Manali,2020-04-30,Hotel Greenfields,2,Deluxe,2878,4,3,4,11512,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",2,23024,2020-05-02,KULL10
25379,245,Delhi NCR,Kullu-Manali,2020-07-23,Hotel Greenfields,2,Executive,3401,2,1,2,6802,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",7,47614,2020-07-30,KULL10
27786,266,Navi Mumbai,Kullu-Manali,2020-08-13,Hotel Greenfields,2,Deluxe,2878,4,3,4,11512,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",6,69072,2020-08-19,KULL10
29440,281,Ranchi,Kullu-Manali,2021-03-04,Hotel Greenfields,2,Executive,3401,2,1,2,6802,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker']",6,40812,2021-03-10,KULL10
31363,300,Patna,Kullu-Manali,2021-09-02,Hotel Greenfields,2,Deluxe,2878,1,2,1,2878,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry', 'Coffee Maker']",1,2878,2021-09-03,KULL10
31626,304,Bhopal,Kullu-Manali,2020-02-06,Hotel Greenfields,2,Executive,3401,4,0,2,6802,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker', 'Laundry']",7,47614,2020-02-13,KULL10
32805,316,Vijayawada,Kullu-Manali,2020-07-23,Hotel Greenfields,2,Deluxe,2878,2,1,2,5756,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry']",7,40292,2020-07-30,KULL10
35192,337,Chandigarh,Kullu-Manali,2021-11-18,Hotel Greenfields,2,Suite,3924,1,1,1,3924,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker', 'Laundry']",5,19620,2021-11-23,KULL10
36626,349,Tirupati,Kullu-Manali,2021-09-02,Hotel Greenfields,2,Deluxe,2878,2,2,2,5756,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry', 'Coffee Maker']",7,40292,2021-09-09,KULL10
38273,368,Indore,Kullu-Manali,2020-11-12,Hotel Greenfields,2,Suite,3924,3,3,3,11772,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry', 'Coffee Maker']",5,58860,2020-11-17,KULL10
40028,387,Chennai,Kullu-Manali,2021-11-04,Hotel Greenfields,2,Deluxe,2878,3,2,3,8634,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry', 'Coffee Maker']",1,8634,2021-11-05,KULL10
40253,389,Ludhiana,Kullu-Manali,2020-06-11,Hotel Greenfields,2,Executive,3401,1,2,1,3401,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker']",2,6802,2020-06-13,KULL10
43125,422,Ayodhya,Kullu-Manali,2020-07-16,Hotel Greenfields,2,Deluxe,2878,3,0,2,5756,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry', 'Coffee Maker']",1,5756,2020-07-17,KULL10
44857,437,Amritsar,Kullu-Manali,2020-07-02,Hotel Greenfields,2,Suite,3924,2,1,2,7848,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",7,54936,2020-07-09,KULL10
47565,461,Navi Mumbai,Kullu-Manali,2021-05-20,Hotel Greenfields,2,Suite,3924,3,2,3,11772,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",7,82404,2021-05-27,KULL10
48847,479,Mumbai,Kullu-Manali,2020-04-09,Hotel Greenfields,2,Suite,3924,4,3,4,15696,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry']",7,109872,2020-04-16,KULL10
50531,491,Ludhiana,Kullu-Manali,2022-12-22,Hotel Greenfields,2,Executive,3401,3,3,3,10203,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",6,61218,2022-12-28,KULL10
52291,507,Diu,Kullu-Manali,2020-12-03,Hotel Greenfields,2,Suite,3924,2,3,2,7848,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker']",4,31392,2020-12-07,KULL10
52991,513,Prayagraj,Kullu-Manali,2019-10-03,Hotel Greenfields,2,Suite,3924,1,1,1,3924,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",4,15696,2019-10-07,KULL10
54250,525,Kolkata,Kullu-Manali,2021-12-23,Hotel Greenfields,2,Deluxe,2878,2,2,2,5756,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker', 'Laundry']",3,17268,2021-12-26,KULL10
54501,532,Ludhiana,Kullu-Manali,2021-02-04,Hotel Greenfields,2,Suite,3924,4,0,2,7848,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker', 'Laundry']",7,54936,2021-02-11,KULL10
55713,543,Kota,Kullu-Manali,2020-09-17,Hotel Greenfields,2,Executive,3401,1,0,1,3401,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",3,10203,2020-09-20,KULL10
56275,548,Pune,Kullu-Manali,2020-03-05,Hotel Greenfields,2,Suite,3924,1,1,1,3924,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry']",5,19620,2020-03-10,KULL10
57190,557,Raipur,Kullu-Manali,2020-10-15,Hotel Greenfields,2,Deluxe,2878,2,0,1,2878,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker']",2,5756,2020-10-17,KULL10
62875,612,Bilaspur,Kullu-Manali,2022-06-09,Hotel Greenfields,2,Deluxe,2878,4,3,4,11512,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry', 'Coffee Maker']",1,11512,2022-06-10,KULL10
66071,641,Bilaspur,Kullu-Manali,2022-02-10,Hotel Greenfields,2,Deluxe,2878,3,3,3,8634,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",3,25902,2022-02-13,KULL10
67661,655,Bilaspur,Kullu-Manali,2021-10-07,Hotel Greenfields,2,Executive,3401,1,0,1,3401,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",2,6802,2021-10-09,KULL10
