TravelCode,UserID,City,Hotel,Rating,BedroomType,PricePerNight,Adults,Children,TotalRooms,TotalPrice,Amenities,StayingDays,TotalCost,CheckOut,CheckIn,Images
94478,933,Gwalior,Clarks Inn Suites Gwalior,4,Suite,8016,1,2,1,8016,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",3,24048,22-11-2021,19-11-2021,https://tse1.mm.bing.net/th?q=Clarks+Inn+Suites+Gwalior
94479,933,Guwahati,Hotel Prag Continental,3,Deluxe,4324,2,1,2,8648,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar']",3,25944,28-11-2021,25-11-2021,https://tse1.mm.bing.net/th?q=Hotel+Prag+Continental+Guwahati
94481,933,Chennai,ITC Grand Chola Hotel,5,Deluxe,10784,3,1,2,21568,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad']",7,150976,16-12-2021,09-12-2021,https://tse1.mm.bing.net/th?q=ITC+Grand+Chola+Hotel+Chennai
94486,933,Hisar,Hotel Imperial Blue,3,Suite,6693,3,3,3,20079,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Bar']",7,140553,20-01-2022,13-01-2022,https://tse1.mm.bing.net/th?q=Hotel+Imperial+Blue+Hisar
94487,933,Shillong,Hotel Centre Point,3,Executive,4764,2,0,1,4764,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",6,28584,26-01-2022,20-01-2022,https://tse1.mm.bing.net/th?q=Hotel+Centre+Point+Shillong
94494,933,Bengaluru,Airport Gateway Hotel,3,Deluxe,3482,4,2,3,10446,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms']",2,20892,12-03-2022,10-03-2022,https://tse1.mm.bing.net/th?q=Airport+Gateway+Hotel+Bengaluru  
94498,933,Raipur,Hotel Babylon International,4,Suite,8019,2,2,2,16038,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Rooftop Lounge']",3,48114,10-04-2022,07-04-2022,https://tse1.mm.bing.net/th?q=Hotel+Babylon+International+Raipur
94499,933,Mumbai,The Taj Mahal Palace,5,Suite,12882,1,2,1,12882,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Helipad']",3,38646,17-04-2022,14-04-2022,https://tse1.mm.bing.net/th?q=The+Taj+Mahal+Palace+Mumbai
94501,933,Vadodara,Grand Mercure Vadodara Surya Palace,5,Executive,13998,2,3,2,27996,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler', 'Helipad', 'Limousine Service']",6,167976,04-05-2022,28-04-2022,https://tse1.mm.bing.net/th?q=Grand+Mercure+Vadodara+Surya+Palace+Vadodara
94505,933,Visakhapatnam,Sai Harsha Residency,2,Executive,3793,4,3,4,15172,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker', 'Laundry']",7,106204,02-06-2022,26-05-2022,https://tse1.mm.bing.net/th?q=Sai+Harsha+Residency+Visakhapatnam
94506,933,Varanasi,Hotel Madin,4,Suite,8900,4,2,3,26700,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",2,53400,04-07-2022,02-07-2022,https://tse1.mm.bing.net/th?q=Hotel+Madin+Varanasi
94509,933,Thiruvananthapuram,Hilton Garden Inn Trivandrum,5,Deluxe,11267,3,0,2,22534,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",6,135204,29-06-2022,23-06-2022,https://tse1.mm.bing.net/th?q=Hilton+Garden+Inn+Trivandrum+Thiruvananthapuram
94514,933,Bhubaneswar,Hotel Hindusthan International Bhubaneswar,4,Suite,8490,2,1,2,16980,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Business Center']",7,118860,04-08-2022,28-07-2022,https://tse1.mm.bing.net/th?q=Hotel+Hindusthan+International+Bhubaneswar
94523,933,Chennai,Hyatt Regency Chennai,5,Deluxe,10488,4,3,4,41952,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Limousine Service', 'Private Butler']",1,41952,30-09-2022,29-09-2022,https://tse1.mm.bing.net/th?q=Hyatt+Regency+Chennai
94529,933,Prayagraj,Hotel Yatrik,3,Suite,7474,4,2,3,22422,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",6,134532,16-11-2022,10-11-2022,https://tse1.mm.bing.net/th?q=Hotel+Yatrik+Prayagraj
94533,933,Varanasi,Radisson Hotel Varanasi,5,Deluxe,10021,2,2,2,20042,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad']",6,120252,14-12-2022,08-12-2022,https://tse1.mm.bing.net/th?q=Radisson+Hotel+Varanasi+Varanasi
94539,934,Ayodhya,Hotel Tulsi,3,Executive,5743,3,1,2,11486,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Airport Shuttle']",7,80402,31-10-2019,24-10-2019,https://tse1.mm.bing.net/th?q=Hotel+Tulsi+Ayodhya  
94540,934,Puri,Hotel Gandhara,2,Suite,4395,4,1,3,13185,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",1,13185,01-11-2019,31-10-2019,https://tse1.mm.bing.net/th?q=Hotel+Gandhara+Puri
94541,934,Pune,Radisson Blu Hotel Pune Kharadi,5,Suite,12492,1,1,1,12492,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",5,62460,12-11-2019,07-11-2019,https://tse1.mm.bing.net/th?q=Radisson+Blu+Hotel+Pune+Kharadi+Pune
94544,934,Chennai,"Trident, Chennai",5,Suite,12808,3,1,2,25616,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler']",7,179312,05-12-2019,28-11-2019,https://tse1.mm.bing.net/th?q=Trident+Chennai
94549,934,Srinagar,Vivanta Dal View,5,Deluxe,11745,3,1,2,23490,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",5,117450,07-01-2020,02-01-2020,https://tse1.mm.bing.net/th?q=Vivanta+Dal+View+Srinagar
94551,934,Gangtok,Hotel Sonam Delek,3,Executive,3917,1,1,1,3917,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Meeting Rooms', 'Airport Shuttle']",6,23502,22-01-2020,16-01-2020,https://tse1.mm.bing.net/th?q=Hotel+Sonam+Delek+Gangtok
94558,934,Vadodara,Hotel Suba Elite,3,Deluxe,5096,1,2,1,5096,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar']",7,35672,12-03-2020,05-03-2020,https://tse1.mm.bing.net/th?q=Hotel+Suba+Elite+Vadodara
94565,935,Vadodara,Hyatt Place Vadodara,5,Deluxe,11032,4,0,2,22064,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler']",6,132384,06-11-2019,31-10-2019,https://tse1.mm.bing.net/th?q=Hyatt+Place+Vadodara+Vadodara
94569,935,Surat,Hotel Sifat International,3,Executive,5447,1,2,1,5447,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar']",4,21788,03-12-2019,29-11-2019,https://tse1.mm.bing.net/th?q=Hotel+Sifat+International+Surat
94573,935,Dhubri,The Brahmaputra Hotel,3,Suite,4564,4,0,2,9128,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",6,54768,01-01-2020,26-12-2019,https://tse1.mm.bing.net/th?q=The+Brahmaputra+Hotel+Dhubri
94574,935,Indore,Fairfield by Marriott Indore,4,Suite,7947,2,1,2,15894,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Business Center']",6,95364,08-01-2020,02-01-2020,https://tse1.mm.bing.net/th?q=Fairfield+by+Marriott+Indore
94579,935,Bilaspur,Hotel Jeet Continental,3,Suite,5468,2,1,2,10936,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar']",1,10936,07-02-2020,06-02-2020,https://tse1.mm.bing.net/th?q=Hotel+Jeet+Continental+Bilaspur
94580,935,Gangtok,The Royal Plaza,3,Executive,4590,1,2,1,4590,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",5,22950,18-02-2020,13-02-2020,https://tse1.mm.bing.net/th?q=The+Royal+Plaza+Gangtok
94584,935,Hyderabad,The Westin Hyderabad Mindspace,5,Deluxe,11913,3,1,2,23826,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler']",4,95304,16-03-2020,12-03-2020,https://tse1.mm.bing.net/th?q=The+Westin+Hyderabad+Mindspace
94585,935,Puducherry,The Promenade,4,Deluxe,5828,4,0,2,11656,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Sauna']",5,58280,24-03-2020,19-03-2020,https://tse1.mm.bing.net/th?q=The+Promenade+Puducherry
94589,935,Kolkata,Swissotel Kolkata,5,Executive,12126,2,0,1,12126,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad']",1,12126,17-04-2020,16-04-2020,https://tse1.mm.bing.net/th?q=Swissotel+Kolkata+Kolkata
94594,935,Ayodhya,Hotel Ram Nagari,3,Suite,5222,4,2,3,15666,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms', 'Bar']",2,31332,24-05-2020,22-05-2020,https://tse1.mm.bing.net/th?q=Hotel+Ram+Nagari+Ayodhya  
94609,935,Dabolim,Hotel Cliff,2,Executive,2885,2,3,2,5770,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker', 'Laundry']",4,23080,07-09-2020,03-09-2020,https://tse1.mm.bing.net/th?q=Hotel+Cliff+Dabolim
94610,935,Khowai,Hotel Rajdhani,3,Suite,4708,2,1,2,9416,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",5,47080,15-10-2020,10-10-2020,https://tse1.mm.bing.net/th?q=Hotel+Rajdhani+Khowai
94612,935,Shimla,Radisson Hotel Shimla,5,Executive,10988,1,2,1,10988,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",4,43952,28-09-2020,24-09-2020,https://tse1.mm.bing.net/th?q=Radisson+Hotel+Shimla+Shimla
94622,935,Dabolim,Hotel La Paz Gardens,3,Suite,6154,4,0,2,12308,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",6,73848,09-12-2020,03-12-2020,https://tse1.mm.bing.net/th?q=Hotel+La+Paz+Gardens+Dabolim
94626,935,Thiruvananthapuram,Keys Select Hotel,3,Suite,6558,4,2,3,19674,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar']",2,39348,02-01-2021,31-12-2020,https://tse1.mm.bing.net/th?q=Keys+Select+Hotel+Thiruvananthapuram
94632,935,Shillong,Hotel Alpine Continental,3,Deluxe,5162,2,1,2,10324,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Airport Shuttle', 'Bar']",4,41296,15-02-2021,11-02-2021,https://tse1.mm.bing.net/th?q=Hotel+Alpine+Continental+Shillong
94633,935,Udaipur,Hotel Devraj Niwas on Lake Pichola,3,Suite,6664,2,3,2,13328,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",5,66640,23-02-2021,18-02-2021,https://tse1.mm.bing.net/th?q=Hotel+Devraj+Niwas+on+Lake+Pichola+Udaipur
94635,935,Bengaluru,Goldfinch Retreat,4,Deluxe,7207,2,1,2,14414,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge']",1,14414,05-03-2021,04-03-2021,https://tse1.mm.bing.net/th?q=Goldfinch+Retreat+Bengaluru  
94640,935,Surat,The Gateway Hotel Athwalines Surat,5,Suite,14421,3,0,2,28842,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Helipad']",7,201894,15-04-2021,08-04-2021,https://tse1.mm.bing.net/th?q=The+Gateway+Hotel+Athwalines+Surat+Surat
94642,935,Mysuru,Hotel Sandesh The Prince,4,Executive,8337,2,3,2,16674,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",5,83370,27-04-2021,22-04-2021,https://tse1.mm.bing.net/th?q=Hotel+Sandesh+The+Prince+Mysuru
94645,935,Puri,The Chariot Resort & Spa,4,Executive,6757,2,3,2,13514,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Business Center']",4,54056,17-05-2021,13-05-2021,https://tse1.mm.bing.net/th?q=The+Chariot+Resort+%26+Spa+Puri
94650,935,Kullu-Manali,Manuallaya Resort,4,Executive,7014,4,0,2,14028,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Rooftop Lounge']",6,84168,23-06-2021,17-06-2021,https://tse1.mm.bing.net/th?q=Manuallaya+Resort+Kullu-Manali
94653,935,Vijayawada,Grand Vijayawada by GRT Hotels,4,Executive,7848,2,0,1,7848,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Business Center', 'Sauna']",3,23544,11-07-2021,08-07-2021,https://tse1.mm.bing.net/th?q=Grand+Vijayawada+by+GRT+Hotels+Vijayawada
94658,935,Thiruvananthapuram,Hotel Town Tower,3,Executive,5266,2,2,2,10532,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",2,21064,14-08-2021,12-08-2021,https://tse1.mm.bing.net/th?q=Hotel+Town+Tower+Thiruvananthapuram
94667,935,Ranchi,Hotel AVN Plaza,3,Executive,6222,3,1,2,12444,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",6,74664,20-10-2021,14-10-2021,https://tse1.mm.bing.net/th?q=Hotel+AVN+Plaza+Ranchi
94671,935,Gwalior,"Hotel Grace, Gwalior",3,Deluxe,4521,1,1,1,4521,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",6,27126,17-11-2021,11-11-2021,https://tse1.mm.bing.net/th?q=Hotel+Grace+Gwalior
94674,935,Khowai,Hotel Shankar,3,Suite,5922,4,1,3,17766,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms', 'Bar']",2,35532,04-12-2021,02-12-2021,https://tse1.mm.bing.net/th?q=Hotel+Shankar+Khowai
94675,935,Guwahati,Hotel Atithi,3,Deluxe,4921,4,2,3,14763,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Bar', 'Meeting Rooms']",1,14763,10-12-2021,09-12-2021,https://tse1.mm.bing.net/th?q=Hotel+Atithi+Guwahati
94678,935,Prayagraj,Hotel Mandiram,3,Deluxe,4137,4,3,4,16548,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle']",3,49644,02-01-2022,30-12-2021,https://tse1.mm.bing.net/th?q=Hotel+Mandiram+Prayagraj
94681,935,Vadodara,Four Points by Sheraton Vadodara,4,Suite,8694,1,1,1,8694,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center']",4,34776,24-01-2022,20-01-2022,https://tse1.mm.bing.net/th?q=Four+Points+by+Sheraton+Vadodara+Vadodara
94688,935,Bengaluru,Goldfinch Retreat,4,Deluxe,7207,1,0,1,7207,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Rooftop Lounge']",4,28828,14-03-2022,10-03-2022,https://tse1.mm.bing.net/th?q=Goldfinch+Retreat+Bengaluru  
94689,935,Coimbatore,Radisson Blu Hotel Coimbatore,5,Suite,13788,4,1,3,41364,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Limousine Service', 'Private Butler']",6,248184,23-03-2022,17-03-2022,https://tse1.mm.bing.net/th?q=Radisson+Blu+Hotel+Coimbatore
94691,935,Mysuru,Royal Orchid Metropole,4,Suite,9321,2,1,2,18642,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Business Center']",2,37284,02-04-2022,31-03-2022,https://tse1.mm.bing.net/th?q=Royal+Orchid+Metropole+Mysuru
94693,935,Coimbatore,Le Méridien Coimbatore,5,Suite,13864,2,2,2,27728,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Private Butler', 'Helipad']",1,27728,15-04-2022,14-04-2022,
94695,935,Itanagar,Hotel Yumi Ragi,3,Deluxe,4214,2,0,1,4214,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle']",2,8428,30-04-2022,28-04-2022,https://tse1.mm.bing.net/th?q=Hotel+Yumi+Ragi+Itanagar
94699,935,Thiruvananthapuram,The Leela Kovalam,5,Deluxe,10638,3,2,3,31914,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler']",3,95742,29-05-2022,26-05-2022,https://tse1.mm.bing.net/th?q=The+Leela+Kovalam+Thiruvananthapuram
94701,935,Tirupati,Hotel Regalia,3,Executive,6466,1,0,1,6466,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle']",3,19398,12-06-2022,09-06-2022,https://tse1.mm.bing.net/th?q=Hotel+Regalia+Tirupati
94702,935,Kota,Hotel Kanchan Residency,3,Deluxe,5030,3,2,3,15090,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",7,105630,24-06-2022,17-06-2022,https://tse1.mm.bing.net/th?q=Hotel+Kanchan+Residency+Kota
94706,935,Amritsar,Ramada by Wyndham Amritsar,4,Suite,8748,2,2,2,17496,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",1,17496,15-07-2022,14-07-2022,https://tse1.mm.bing.net/th?q=Ramada+by+Wyndham+Amritsar  
94707,935,Itanagar,Hotel High East,3,Suite,6426,2,2,2,12852,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",7,89964,28-07-2022,21-07-2022,https://tse1.mm.bing.net/th?q=Hotel+High+East+Itanagar
94709,935,Dehradun,Hotel Shiva & IS,3,Suite,7209,4,0,2,14418,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",2,28836,06-08-2022,04-08-2022,https://tse1.mm.bing.net/th?q=Hotel+Shiva+&+IS+Dehradun
94715,935,Udaipur,Amrit Mahal,3,Executive,4633,3,3,3,13899,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms', 'Bar']",3,41697,18-09-2022,15-09-2022,https://tse1.mm.bing.net/th?q=Amrit+Mahal+Udaipur
94722,936,Raigarh,Hotel Shyam,2,Executive,3084,3,1,2,6168,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",2,12336,05-10-2019,03-10-2019,https://tse1.mm.bing.net/th?q=Hotel+Shyam+Raigarh
94724,936,Raigarh,Hotel Shyam,2,Executive,3084,4,1,3,9252,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry']",3,27756,20-10-2019,17-10-2019,https://tse1.mm.bing.net/th?q=Hotel+Shyam+Raigarh
94733,936,Coimbatore,Radisson Blu Hotel Coimbatore,5,Executive,11950,4,3,4,47800,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler', 'Helipad']",1,47800,20-12-2019,19-12-2019,https://tse1.mm.bing.net/th?q=Radisson+Blu+Hotel+Coimbatore
94737,936,Coimbatore,"Zone by The Park Hotel, Coimbatore",4,Suite,7791,2,3,2,15582,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Rooftop Lounge']",5,77910,21-01-2020,16-01-2020,https://tse1.mm.bing.net/th?q=Zone+by+The+Park+Hotel+Coimbatore
94738,936,Dhubri,Hotel Prashanti Lodge,2,Suite,4072,3,0,2,8144,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry', 'Coffee Maker']",6,48864,30-01-2020,24-01-2020,https://tse1.mm.bing.net/th?q=Hotel+Prashanti+Lodge+Dhubri
94740,936,Gangtok,The Elgin Nor-Khill - A Heritage Hotel & Spa,4,Executive,8371,4,3,4,33484,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Business Center', 'Sauna']",5,167420,11-02-2020,06-02-2020,https://tse1.mm.bing.net/th?q=The+Elgin+Nor-Khill+-+A+Heritage+Hotel+&+Spa+Gangtok
94741,936,Imphal,Hotel Nirmala,2,Deluxe,2942,3,1,2,5884,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",1,5884,14-02-2020,13-02-2020,https://tse1.mm.bing.net/th?q=Hotel+Nirmala+Imphal
94742,936,Chandigarh,"Lemon Tree Hotel, Chandigarh",4,Deluxe,7069,4,1,3,21207,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",3,63621,23-02-2020,20-02-2020,https://tse1.mm.bing.net/th?q=Lemon+Tree+Hotel+Chandigarh
94743,936,Nashik,Hotel Royale Heritage,3,Suite,6882,2,0,1,6882,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar']",3,20646,01-03-2020,27-02-2020,https://tse1.mm.bing.net/th?q=Hotel+Royale+Heritage+Nashik
94744,936,Dehradun,Gaharwar Home Stay,3,Deluxe,4281,2,3,2,8562,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Meeting Rooms', 'Airport Shuttle']",5,42810,10-03-2020,05-03-2020,https://tse1.mm.bing.net/th?q=Gaharwar+Home+Stay+Dehradun
94745,936,Varanasi,Taj Nadesar Palace,5,Suite,12111,1,2,1,12111,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",2,24222,14-03-2020,12-03-2020,https://tse1.mm.bing.net/th?q=Taj+Nadesar+Palace+Varanasi
94749,936,Diu,Azzaro Resort & Spa,4,Suite,9700,3,2,3,29100,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge']",5,145500,14-04-2020,09-04-2020,https://tse1.mm.bing.net/th?q=Azzaro+Resort+&+Spa+Diu
94751,936,Varanasi,The Amayaa,4,Deluxe,6288,3,2,3,18864,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Rooftop Lounge', 'Business Center']",4,75456,27-04-2020,23-04-2020,https://tse1.mm.bing.net/th?q=The+Amayaa+Varanasi
94759,936,Kullu-Manali,Hotel Snow Park,2,Deluxe,3196,3,0,2,6392,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker', 'Laundry']",2,12784,20-06-2020,18-06-2020,https://tse1.mm.bing.net/th?q=Hotel+Snow+Park+Kullu-Manali
94764,936,Nashik,The Source at Sula,4,Suite,10131,3,0,2,20262,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",4,81048,27-07-2020,23-07-2020,https://tse1.mm.bing.net/th?q=The+Source+at+Sula+Nashik
94765,936,Mumbai,The Oberoi Mumbai,5,Executive,13477,1,1,1,13477,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad']",4,53908,03-08-2020,30-07-2020,https://tse1.mm.bing.net/th?q=The+Oberoi+Mumbai+Mumbai
94768,936,Tirupati,Pai Viceroy Hotel,3,Suite,6242,4,3,4,24968,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Airport Shuttle']",6,149808,26-08-2020,20-08-2020,https://tse1.mm.bing.net/th?q=Pai+Viceroy+Hotel+Tirupati
94771,936,Dehradun,The Hotel JS Souvenir,3,Suite,7320,2,0,1,7320,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",4,29280,14-09-2020,10-09-2020,https://tse1.mm.bing.net/th?q=The+Hotel+JS+Souvenir+Dehradun
